"price","share","xvar","wvar","prodid","firmid","mktid"
2.60667504563347,0.227237015005788,2.2021341615705,-0.273457473411186,5,1,1
3.78329591091765,0.0159464352958725,2.75576099871947,0.164739508879393,7,2,1
2.49817527265474,0.175230807744513,1.95267048079345,-0.370695278085047,8,2,1
2.39605122640531,0.149334358817783,1.86060561659131,-0.561296678959429,14,3,1
2.6830334835951,0.179254349320237,2.31797519903504,-0.640420692496889,16,4,1
2.97944268550617,0.0354004694636922,1.85787353929196,0.0557920781424837,17,4,1
2.31020864921065,0.0468817864644528,0.671772289547612,-0.431524441761028,18,4,1
1.93432195951208,0.409147623139129,2.68547922357333,-0.564728324832749,1,1,2
3.44111700375526,0.0023977058652653,2.75576099871947,-0.626923432790843,7,2,2
2.67964380711479,0.0522143169112634,3.00921185693852,-0.616621329407686,9,2,2
2.43006988478988,0.0701178967338144,2.65243482711174,0.338161316840545,11,3,2
2.43066750297355,0.12801782498972,3.14332269635055,0.162293843158387,12,3,2
1.73379357754485,0.291040431643345,2.31797519903504,-1.28690971404998,16,4,2
3.61212836926503,0.000307553288725294,1.85787353929196,0.70359029912185,17,4,2
2.84495441431676,0.0820081148143536,2.68547922357333,-0.148086566815192,1,1,3
3.61204795589533,0.00150231063612428,1.95267048079345,0.369253564146758,8,2,3
4.16648020352541,0.00144498167286085,3.00921185693852,0.214117667609686,9,2,3
3.80351372439402,0.00366975102535314,2.65243482711174,1.01278613862163,11,3,3
2.78996205074683,0.234271901231292,3.14332269635055,-0.126529283355423,12,3,3
2.01243976557697,0.203938978632533,1.93333933180317,-0.626037138590295,15,3,3
2.46349176784676,0.369713741650581,2.6600566728651,-0.23781937762872,20,4,3
3.08263182790383,0.140922682830633,2.68547922357333,0.481880563673591,1,1,4
3.32630474958788,0.00976775909682586,1.71765091430196,0.616252564702576,2,1,4
4.15745512924144,0.00147624600484842,2.31643130248052,-0.0785763316257254,4,1,4
4.26506582612573,0.000440156050825549,1.94693774195426,0.216808607662868,6,2,4
4.44750816033564,0.00220648061778236,3.00921185693852,0.323028796029942,9,2,4
2.48325436949176,0.498374765254989,2.65243482711174,-0.498901094001301,11,3,4
5.05075270879825,4.41102513655282e-05,1.86060561659131,0.795168277477588,14,3,4
2.9009687797971,0.115286217131355,2.31797519903504,-0.721385193019033,16,4,4
3.77839599149355,0.00194905017133966,1.85787353929196,0.215826174200521,17,4,4
2.71087590442543,0.0195971397711282,0.671772289547612,0.28286516589753,18,4,4
2.63349732212266,0.011679549012574,0.77976653571224,0.218622260331642,19,4,4
2.41547095859707,0.0769752387217229,1.71765091430196,0.0599167392004448,2,1,5
2.64766074231618,0.149466247832851,2.2021341615705,-0.089057695521983,5,1,5
4.56871403906304,0.00010049333282186,1.94693774195426,0.250892391592486,6,2,5
3.77589254339557,0.0130972124490045,2.75576099871947,0.00935729880931611,7,2,5
2.12544664685688,0.199226366726809,1.95267048079345,-0.612460288971493,8,2,5
2.66398695000414,0.0391436207201972,1.96864295047379,-0.452835279293796,10,2,5
2.54297935013082,0.0207266372224501,1.30556964944383,-0.15089204522473,13,3,5
3.05899448371894,0.0114341575121818,1.86060561659131,-0.336297232143241,14,3,5
1.44244589793275,0.367852295266103,0.671772289547612,-0.597022209845311,18,4,5
2.66832809758899,0.0044959238924624,0.77976653571224,0.164187002861029,19,4,5
3.48795447041083,0.0271035896921747,2.6600566728651,0.0558295133123447,20,4,5
2.57814154311301,0.251795176444095,2.18156420566867,0.0915088417442144,3,1,6
4.5423235377111,0.000149725781678329,1.94693774195426,0.552857175334361,6,2,6
2.43554775236274,0.11800995040528,1.95267048079345,-0.473693228332297,8,2,6
3.11442176652889,0.0163859931360931,1.86060561659131,0.17100013925958,14,3,6
2.8182263370439,0.0325672862413408,1.93333933180317,0.539110605860427,15,3,6
2.39018890117993,0.3672650666011,2.31797519903504,-0.949792391261135,16,4,6
2.17975803196346,0.0459266283976169,0.671772289547612,-0.564610869535203,18,4,6
3.54299129108365,0.0234797738450097,2.6600566728651,0.872742097660614,20,4,6
3.16809405179987,0.191083914972913,2.68547922357333,0.475204833368945,1,1,7
3.02041457459468,0.146037214671493,2.2021341615705,0.532059811974274,5,1,7
3.20388930448495,0.191098907566145,2.75576099871947,-0.935112107811256,7,2,7
2.91335485296338,0.0726323826418134,1.85787353929196,-0.71665320894239,17,4,7
2.71167951447663,0.0283098442816321,0.671772289547612,0.796827640542691,18,4,7
2.19122832386241,0.0983467355459981,0.77976653571224,-0.190436220516178,19,4,7
2.92204955683353,0.140684757345473,2.68547922357333,-0.104042198067052,1,1,8
2.49896337438036,0.0624336682994875,1.71765091430196,0.171300251052198,2,1,8
3.29299948514234,0.0140717818154593,2.2021341615705,0.699991641271998,5,1,8
3.92837930510013,0.00604604015522103,2.75576099871947,0.0946420858486685,7,2,8
3.09348899394572,0.0134256351143572,1.95267048079345,0.0327706405949475,8,2,8
3.41832767365564,0.0217542537085868,3.00921185693852,-0.0622754145353981,9,2,8
3.9024600293943,0.000789740242290486,1.86060561659131,-0.13909693158889,14,3,8
1.89027141150314,0.491211915297974,1.93333933180317,0.0893134569983996,15,3,8
3.32602649706663,0.0141263440855742,2.31797519903504,0.167294188400798,16,4,8
3.08277337947984,0.00836622910455228,1.85787353929196,-0.116593666384831,17,4,8
2.46460869163093,0.00907261250471184,0.77976653571224,0.0214653433882716,19,4,8
2.93477433243299,0.097738978056776,2.6600566728651,0.360404394589741,20,4,8
2.95168920487437,0.239957272291903,2.68547922357333,0.422249790515555,1,1,9
2.97592228432999,0.027680144948966,1.71765091430196,0.139292650825792,2,1,9
3.5287587086386,0.0116063412881258,2.31643130248052,0.0499568462560111,4,1,9
3.35067198670178,0.0119998064607607,1.94693774195426,-0.0400093556322543,6,2,9
3.8743716897982,0.0155397742945911,2.75576099871947,0.295046345861452,7,2,9
3.05475492532405,0.0602930419103899,1.96864295047379,0.20430040458131,10,2,9
3.14310512353053,0.349675981509249,3.14332269635055,-0.1112389561372,12,3,9
3.76262345695162,0.00134208236896435,1.30556964944383,0.559578003846752,13,3,9
4.23723526624956,0.000681489567847495,1.86060561659131,0.353079277644151,14,3,9
2.73944311870837,0.046957089020938,1.85787353929196,-0.459849780634421,17,4,9
3.57134421924259,0.00234016482529882,2.18156420566867,1.18195755605909,3,1,10
3.56929700157117,0.00469287308769803,2.75576099871947,-0.168043882300145,7,2,10
3.51643065459998,0.00140269641707984,1.95267048079345,0.171409423960647,8,2,10
3.81026794626389,0.00278547158512099,3.00921185693852,0.36597022848426,9,2,10
2.06607399586742,0.629558341878772,2.65243482711174,-1.18287546042185,11,3,10
3.42618971051337,0.00128703556701861,1.86060561659131,-0.453102482510382,14,3,10
3.15280201677394,0.00356918315475316,1.93333933180317,0.300646079212197,15,3,10
2.19663333362958,0.247575785722606,2.31797519903504,-0.871819786187134,16,4,10
2.97179819727398,0.0066832665722711,1.85787353929196,-0.749164825204848,17,4,10
3.08668948959382,0.0254613847512374,2.6600566728651,-0.0784453955302535,20,4,10
4.16249284913941,0.00263813569282156,2.68547922357333,1.17090032388204,1,1,11
3.49898800111364,0.00229233800726056,1.71765091430196,0.897829940871125,2,1,11
2.30235566017868,0.292934949858896,2.18156420566867,0.490891650440434,3,1,11
3.87742955542689,0.00891172700282888,2.75576099871947,0.0187571160787597,7,2,11
3.45553113812993,0.00387831841454131,1.95267048079345,0.226716893383077,8,2,11
3.01782158937801,0.0194434095098501,1.96864295047379,0.229023622027294,10,2,11
3.08079224250288,0.074370689095866,2.65243482711174,0.153723937096589,11,3,11
2.8224913257678,0.372734773955579,3.14332269635055,0.0154337049841318,12,3,11
2.52508366813285,0.0444536119939375,1.30556964944383,-0.0367836097090694,13,3,11
2.7115646573616,0.0335020779416757,1.86060561659131,-0.655142072465983,14,3,11
2.52975929419675,0.203803270483888,2.68547922357333,-0.0939034401064591,1,1,12
2.29120551071787,0.0716521354334682,1.71765091430196,-0.149862503787986,2,1,12
3.54822489708116,0.00626317348927528,2.31643130248052,-0.741287022741163,4,1,12
3.58633150156461,0.00389151062110608,2.2021341615705,0.46342772254652,5,1,12
3.38236310118475,0.00299222016149484,1.94693774195426,-0.752165589730443,6,2,12
2.58617127161863,0.451473734634941,3.14332269635055,-0.0183397821544548,12,3,12
3.6818274165485,0.000692889459471489,1.30556964944383,0.127141938346357,13,3,12
2.29664035616112,0.137470539734365,1.93333933180317,-0.324547800828627,15,3,12
3.84306931007759,0.00197230521249623,2.31797519903504,0.117114132973843,16,4,12
3.65171643105132,0.166823948883775,2.31643130248052,-0.194998222635099,4,1,13
4.45890624355351,0.0194820583969419,2.75576099871947,0.849876421150187,7,2,13
3.4307222717575,0.0853633635289347,1.95267048079345,0.331889552057281,8,2,13
3.9184980779552,0.016720645227142,1.85787353929196,0.31399349863655,17,4,13
2.55262536061151,0.139577275931047,0.671772289547612,0.256982262623223,18,4,13
2.65938267379965,0.0821578109830968,0.77976653571224,0.451944967712069,19,4,13
2.2197795204538,0.208004526514993,2.68547922357333,-0.275929769353947,1,1,14
1.81979619621082,0.128134292745229,1.71765091430196,-0.856913848787502,2,1,14
2.48529349102661,0.0282751553791711,2.18156420566867,0.255563253262483,3,1,14
2.71876896861641,0.0113177584175625,2.2021341615705,0.161636388543523,5,1,14
4.32750098900773,0.000305826062469205,3.00921185693852,0.511788276229845,9,2,14
2.12789381539499,0.524544918623101,3.14332269635055,-0.392036360402097,12,3,14
2.63642297753615,0.0109868776780651,1.93333933180317,0.850130524972723,15,3,14
3.59018106777426,0.00151480345446722,2.31797519903504,0.181608400843502,16,4,14
2.91288881979196,0.00403034895341697,1.85787353929196,-0.235127483000741,17,4,14
3.17230465967136,0.000513253968043882,0.671772289547612,0.603778927201345,18,4,14
2.88543921359446,0.027617466129134,2.6600566728651,0.444821390273584,20,4,14
2.52355167978073,0.110123024562176,2.18156420566867,0.330367352455037,3,1,15
3.16796757858231,0.0230593585913731,2.31643130248052,-0.357411507656181,4,1,15
4.81946707865678,3.59836871743202e-05,1.94693774195426,1.22477250828636,6,2,15
4.0810004074283,0.00277924775986884,2.75576099871947,0.111708480723629,7,2,15
3.27608848843755,0.00860521457458545,1.95267048079345,0.0259894743081411,8,2,15
4.32620212225833,0.00134010801970055,3.00921185693852,0.0966470258026246,9,2,15
3.1839725186726,0.0468665259571778,2.65243482711174,0.181671638872045,11,3,15
4.75426076524405,6.1331964597101e-05,1.86060561659131,0.166572003388233,14,3,15
1.73797498678055,0.675504427838694,1.93333933180317,-0.655564998383699,15,3,15
2.54391606644556,0.0113557608771985,0.671772289547612,0.168973811051285,18,4,15
2.35460830349736,0.0183581695283868,0.77976653571224,-0.261589575325439,19,4,15
2.15380163240318,0.24001333885483,2.18156420566867,0.538317378308271,3,1,16
3.59415224228113,0.000932558044350942,1.94693774195426,-0.570004899024027,6,2,16
1.90523543072828,0.242911699265572,1.95267048079345,-1.0622688615588,8,2,16
2.55550690341285,0.0498941421273647,1.96864295047379,-0.230390425485189,10,2,16
3.6752408351618,0.00407215976474837,2.65243482711174,0.76863477366064,11,3,16
2.88017645554466,0.145364366583107,3.14332269635055,0.338331600664386,12,3,16
2.74911787417006,0.00757272301525726,1.30556964944383,0.19354826830572,13,3,16
1.77747190294563,0.225850622592997,1.93333933180317,-0.763197308934984,15,3,16
4.07660126071299,0.000828079271785126,2.31797519903504,0.400166047169072,16,4,16
3.23580038658748,0.00235366938696908,1.85787353929196,0.294380429042597,17,4,16
2.4060559174006,0.00710655654860684,0.77976653571224,0.00568694080041556,19,4,16
2.86741368417094,0.0805155945101218,2.68547922357333,0.512738193084729,1,1,17
2.71729713280646,0.0456488165488524,2.2021341615705,0.434992978483824,5,1,17
3.58877318074259,0.000973560779911738,1.96864295047379,0.155388269633013,10,2,17
2.49832778311102,0.522390391503721,3.14332269635055,-0.558957215815674,12,3,17
3.51199907850303,0.00167461457064749,1.86060561659131,-0.529571361367263,14,3,17
2.6369890034166,0.0699921989209824,2.31797519903504,-0.514654354029002,16,4,17
3.425460692671,0.00263858125922117,1.85787353929196,-0.140500233237711,17,4,17
1.58744232546229,0.159296062943464,0.671772289547612,-0.73608568264051,18,4,17
2.32886554342592,0.0147421288517741,0.77976653571224,0.226654343107792,19,4,17
3.70901235182588,0.00463451100140662,1.94693774195426,0.220378924366787,6,2,18
3.47390817790291,0.0656189849860788,2.65243482711174,0.61553166700067,11,3,18
2.65769675187823,0.0552412636236975,1.30556964944383,0.0799957397495323,13,3,18
3.02386043945983,0.0635777207706845,1.86060561659131,-0.309732770202196,14,3,18
4.24741260378503,0.00459313022716645,2.31797519903504,0.573013052103932,16,4,18
3.33742001688766,0.0122682622803887,1.85787353929196,-0.812926744177924,17,4,18
2.46166309032662,0.0728892233024293,0.671772289547612,0.220980162000857,18,4,18
2.80350045620838,0.446079547902578,2.6600566728651,-0.604022610593758,20,4,18
3.07946548683714,0.00402801518018208,1.71765091430196,0.22728900370863,2,1,19
1.76899241459521,0.537044100438435,2.18156420566867,-0.0657671230319773,3,1,19
4.43484375537196,0.00012402299391766,2.31643130248052,0.0435509210410032,4,1,19
3.44032366044172,0.001346754997235,1.94693774195426,0.00596625848933094,6,2,19
3.86336441958182,0.00186205628271076,2.75576099871947,-0.0517891744216759,7,2,19
2.46610341089944,0.0327928283508357,1.95267048079345,-0.428107546943276,8,2,19
4.00912655704534,0.00122922152078746,3.00921185693852,0.16592470443091,9,2,19
2.07334930193826,0.162353459351585,1.96864295047379,-0.588433538178775,10,2,19
2.61566237984017,0.106665318642334,2.65243482711174,-0.173700589107061,11,3,19
3.316793764378,0.00571249217425152,2.31797519903504,-0.000259001462519203,16,4,19
2.86712082363269,0.00154215122785577,0.671772289547612,0.91431062471643,18,4,19
2.65368632014318,0.0774984794230063,2.6600566728651,0.0251312832731617,20,4,19
3.94488088801494,0.00432502500864979,1.71765091430196,0.22728900370863,1,1,20
2.70831515774723,0.515945510181297,2.18156420566867,-0.0657671230319773,2,1,20
5.39416674809069,0.000115514707210147,2.31643130248052,0.0435509210410032,3,1,20
4.65113614744209,0.000520024467781459,1.94693774195426,0.00596625848933094,4,2,20
5.19946762508577,0.000582662722377389,2.75576099871947,-0.0517891744216759,5,2,20
3.67791890947072,0.012641414865018,1.95267048079345,-0.428107546943276,6,2,20
5.37740150563278,0.000363825749767146,3.00921185693852,0.16592470443091,7,2,20
3.287951370243,0.0622991087461557,1.96864295047379,-0.588433538178775,8,2,20
3.97065261520223,0.0308278171665519,2.65243482711174,-0.173700589107061,9,3,20
4.6380886990421,0.00170804468843803,2.31797519903504,-0.000259001462519203,10,4,20
3.89589692925285,0.000723891969682471,0.671772289547612,0.91431062471643,11,4,20
4.02024696984067,0.0216318664380186,2.6600566728651,0.0251312832731617,12,4,20
